example_id                                                 | status | run_time        |
./spec/requests/pages_spec.rb[1:2:1]                       | passed | 0.01247 seconds |
./spec/requests/pages_spec.rb[1:2:2]                       | passed | 0.00711 seconds |
./spec/requests/pages_spec.rb[1:3:1]                       | passed | 0.00785 seconds |
./spec/requests/pages_spec.rb[1:3:2]                       | passed | 0.00753 seconds |
./spec/requests/portal/commissions_spec.rb[1:1:1]          | passed | 0.00369 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:1:1]        | passed | 0.0229 seconds  |
./spec/requests/portal/commissions_spec.rb[1:2:1:2]        | passed | 0.0217 seconds  |
./spec/requests/portal/commissions_spec.rb[1:2:1:3]        | passed | 0.02281 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:2:1]        | passed | 0.03159 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:2:2]        | passed | 0.02824 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:2:3]        | passed | 0.03339 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:2:4]        | passed | 0.03583 seconds |
./spec/requests/portal/commissions_spec.rb[1:2:2:5:1]      | passed | 0.36363 seconds |
./spec/requests/portal/commissions_spec.rb[1:3:1:1]        | passed | 0.01633 seconds |
./spec/requests/portal/dashboard_spec.rb[1:1:1:1]          | passed | 0.0074 seconds  |
./spec/requests/portal/dashboard_spec.rb[1:1:2:1]          | passed | 0.0182 seconds  |
./spec/requests/portal/dashboard_spec.rb[1:1:2:2]          | passed | 0.0131 seconds  |
./spec/requests/portal/dashboard_spec.rb[1:1:2:3:1]        | passed | 0.03656 seconds |
./spec/requests/portal/dashboard_spec.rb[1:1:2:3:2]        | passed | 0.02256 seconds |
./spec/requests/sitemaps_spec.rb[1:1:1]                    | passed | 0.03219 seconds |
./spec/requests/sitemaps_spec.rb[1:1:2]                    | passed | 0.02124 seconds |
./spec/requests/sitemaps_spec.rb[1:1:3]                    | passed | 0.02187 seconds |
./spec/requests/sitemaps_spec.rb[1:1:4]                    | passed | 0.0214 seconds  |
./spec/requests/sitemaps_spec.rb[1:1:5]                    | passed | 0.02262 seconds |
./spec/requests/works_spec.rb[1:1:1]                       | passed | 0.03667 seconds |
./spec/requests/works_spec.rb[1:1:2]                       | passed | 0.0213 seconds  |
./spec/requests/works_spec.rb[1:1:3]                       | passed | 0.01795 seconds |
./spec/requests/works_spec.rb[1:1:4:1]                     | passed | 0.03473 seconds |
./spec/requests/works_spec.rb[1:2:1]                       | passed | 0.01552 seconds |
./spec/requests/works_spec.rb[1:2:2]                       | passed | 0.02736 seconds |
./spec/requests/works_spec.rb[1:2:3]                       | passed | 0.28792 seconds |
./spec/system/visitor_browsing_spec.rb[1:1:1]              | passed | 0.00991 seconds |
./spec/system/visitor_browsing_spec.rb[1:1:2]              | passed | 0.00818 seconds |
./spec/system/visitor_browsing_spec.rb[1:1:3:1]            | passed | 0.01646 seconds |
./spec/system/visitor_browsing_spec.rb[1:2:1]              | passed | 0.02965 seconds |
./spec/system/visitor_browsing_spec.rb[1:2:2]              | passed | 0.03467 seconds |
./spec/system/visitor_browsing_spec.rb[1:2:3:1]            | passed | 0.046 seconds   |
./spec/system/visitor_browsing_spec.rb[1:2:3:2]            | passed | 0.05231 seconds |
./spec/system/visitor_browsing_spec.rb[1:3:1]              | passed | 0.00955 seconds |
./spec/system/visitor_browsing_spec.rb[1:3:2]              | passed | 0.02501 seconds |
./spec/system/visitor_browsing_spec.rb[1:3:3]              | passed | 0.01958 seconds |
./spec/system/visitor_browsing_spec.rb[1:4:1]              | passed | 0.01466 seconds |
./spec/system/visitor_browsing_spec.rb[1:4:2:1]            | passed | 0.06933 seconds |
